Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-11-1975,17:11:00,Cosmos-3M (11K65M),Cosmos 781,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",25-11-1975,17:00:00,Soyuz U,Cosmos 782,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28-11-1975,00:10:00,Cosmos-3M (11K65M),Cosmos 783,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",03-12-1975,10:00:00,Voskhod,Cosmos 784,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",04-12-1975,20:38:00,Titan IIID,KH-9 & S3,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",11-12-1975,17:00:00,Cosmos-3M (11K65M),Intercosmos-14,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",12-12-1975,12:45:00,Tsyklon-2,Cosmos 785,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",14-12-1975,05:15:00,Titan III(23)C,DSP-5,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",16-12-1975,09:21:00,Feng Bao 1,JSSW-4,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16-12-1975,09:50:00,Voskhod,Cosmos 786,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",17-12-1975,11:06:00,Molniya-M /Block ML,Molniya-2 n†­55,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",19-12-1975,14:00:00,Cosmos-3M (11K65M),DS-P1 satellite,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22-12-1975,,Molniya-M /Block SO-L,Prognoz n†­4,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",25-12-1975,19:00:00,Vostok-2M,Meteor n†­33,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",27-12-1975,10:22:00,Molniya-M /Block ML,Molniya-3 n†­56,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",06-01-1976,04:52:00,Cosmos-3M (11K65M),Cosmos 787,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",07-01-1976,15:34:00,Voskhod,Cosmos 788,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",15-01-1976,05:34:00,Titan IIIE,Helios-2,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",20-01-1976,17:07:00,Cosmos-3M (11K65M),Cosmos 789,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",22-01-1976,11:38:00,Molniya-M /Block ML,Molniya-1 n†­57,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",22-01-1976,22:26:00,Cosmos-3M (11K65M),Cosmos 790,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28-01-1976,10:39:00,Cosmos-3M (11K65M),Cosmos 791 to 798,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29-01-1976,08:30:00,Voskhod,Cosmos 799,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",29-01-1976,23:56:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F2,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",03-02-1976,08:16:00,Cosmos-3M (11K65M),Cosmos 800,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",04-02-1976,05:00:00,Mu-III C,Corsa A,Retired,,Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05-02-1976,14:39:00,Cosmos-2I (63SM),Cosmos 801,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",11-02-1976,08:50:00,Voskhod,Cosmos 802,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12-02-1976,13:00:00,Cosmos-3M (11K65M),Cosmos 803,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",16-02-1976,08:29:00,Tsyklon-2,Cosmos 804,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",20-02-1976,14:01:00,Soyuz U,Cosmos 805,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",29-02-1976,03:30:00,N-I,Ume 1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10-03-1976,08:00:00,Soyuz U,Cosmos 806,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11-03-1976,19:45:00,Molniya-M /Block ML,Molniya-1 n†­58,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",12-03-1976,13:30:00,Cosmos-3M (11K65M),Cosmos 807,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",13-03-1976,17:15:00,Tsyklon-2,Cosmos 814,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",14-03-1976,01:25:00,Titan III(23)C,"LES-8, LES-9, Solrad-11a, Solrad-11b",Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",16-03-1976,17:22:00,Vostok-2M,Cosmos 808,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",18-03-1976,09:15:00,Soyuz U,Cosmos 809,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",19-03-1976,19:31:00,Molniya-M /Block ML,Molniya-1 n†­59,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",22-03-1976,18:14:00,Titan III(24)B,OPS 7600,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",26-03-1976,15:00:00,Voskhod,Cosmos 810,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",31-03-1976,12:50:00,Soyuz M,Cosmos 811,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",06-04-1976,04:14:00,Cosmos-3M (11K65M),Cosmos 812,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",07-04-1976,13:05:00,Vostok-2M,Meteor n†­34,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",09-04-1976,08:30:00,Voskhod,Cosmos 813,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",28-04-1976,09:30:00,Voskhod,Cosmos 815,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28-04-1976,13:30:00,Cosmos-3M (11K65M),Cosmos 816,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",30-04-1976,19:12:00,Atlas-E/F MSD,NOSS-1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",05-05-1976,07:50:00,Voskhod,Cosmos 817,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",08-05-1976,15:00:00,Cosmos-3M (11K65M),Cosmos 822,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",12-05-1976,17:57:00,Molniya-M /Block ML,Molniya-3 n†­60,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",13-05-1976,22:28:00,Atlas-SLV3D Centaur-D1AR,Comstar D1,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",15-05-1976,13:30:00,Vostok-2M,Meteor n†­35,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18-05-1976,11:00:00,Cosmos-2I (63SM),Cosmos 818,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20-05-1976,09:00:00,Voskhod,Cosmos 819,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",21-05-1976,07:00:00,Soyuz U,Cosmos 820,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",26-05-1976,09:00:00,Voskhod,Cosmos 821,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02-06-1976,22:30:00,Cosmos-3M (11K65M),Cosmos 823,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",02-06-1976,,Titan III(34)B Agena-D,Quasar 1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",08-06-1976,07:00:00,Voskhod,Cosmos 824,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-06-1976,13:19:00,Cosmos-3M (11K65M),Cosmos 825 to 832,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",16-06-1976,13:09:00,Voskhod,Cosmos 833,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",19-06-1976,,Cosmos-3M (11K65M),Intercosmos-15,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",24-06-1976,07:10:00,Soyuz U,Cosmos 834,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",26-06-1976,03:00:00,Titan III(23)C,DSP-6,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29-06-1976,07:20:00,Voskhod,Cosmos 835,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-06-1976,08:12:00,Cosmos-3M (11K65M),Cosmos 836,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",01-07-1976,08:05:00,Molniya-M /Block ML,Cosmos 837,Retired,,Partial Failure
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",02-07-1976,10:30:00,Tsyklon-2,Cosmos 838,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06-07-1976,12:08:00,Soyuz,Soyuz 21,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",08-07-1976,18:30:00,Titan IIID,"KH-9, S3 & SSF-D-1",Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",08-07-1976,21:08:00,Cosmos-3M (11K65M),Cosmos 839,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",14-07-1976,09:00:00,Soyuz U,Cosmos 840,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15-07-1976,13:11:00,Cosmos-3M (11K65M),Cosmos 841,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-07-1976,10:20:00,Cosmos-3M (11K65M),Cosmos 842,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",21-07-1976,15:14:00,Tsyklon-2,Cosmos 843,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",22-07-1976,15:40:00,Soyuz U,Cosmos 844,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",22-07-1976,22:04:00,Atlas-SLV3D Centaur-D1AR,Comstar D2,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",23-07-1976,15:49:00,Molniya-M /Block ML,Molniya-1 n†­62,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",27-07-1976,05:21:00,Cosmos-3M (11K65M),Cosmos 845,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-07-1976,12:00:00,Cosmos-3M (11K65M),Intercosmos-16,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",29-07-1976,20:02:00,Cosmos-3M (11K65M),Cosmos 846,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",04-08-1976,13:40:00,Soyuz U,Cosmos 847,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",06-08-1976,,Titan III(34)B Agena-D,Quasar 2,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",12-08-1976,13:30:00,Soyuz U,Cosmos 848,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18-08-1976,09:30:00,Cosmos-2I (63SM),Cosmos 849,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",26-08-1976,11:00:00,Cosmos-2I (63SM),Cosmos 850,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",27-08-1976,14:34:00,Vostok-2M,Cosmos 851,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",28-08-1976,09:00:00,Soyuz U,Cosmos 852,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",30-08-1976,11:45:00,Feng Bao 1,JSSW-5,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",01-09-1976,03:23:00,Molniya-M /Block ML,Cosmos 853,Retired,,Partial Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",03-09-1976,09:20:00,Soyuz U,Cosmos 854,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",15-09-1976,09:48:00,Soyuz U,Soyuz 22,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",15-09-1976,18:50:00,Titan III(24)B,OPS 8533,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",21-09-1976,11:40:00,Soyuz U,Cosmos 855,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22-09-1976,09:30:00,Soyuz U,Cosmos 856,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",24-09-1976,15:00:00,Soyuz U,Cosmos 857,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-09-1976,07:04:00,Cosmos-3M (11K65M),Cosmos 858,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",04-10-1976,11:00:00,Soyuz U,Zenit-4MKT n†­370,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10-10-1976,09:35:00,Soyuz U,Cosmos 859,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",14-10-1976,17:39:00,Soyuz,Soyuz 23,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",15-10-1976,22:59:00,Vostok-2M,Meteor n†­36,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",17-10-1976,18:06:00,Tsyklon-2,Cosmos 860,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",21-10-1976,16:53:00,Tsyklon-2,Cosmos 861,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",22-10-1976,09:11:00,Molniya-M /Block 2BL,Cosmos 862,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",25-10-1976,14:30:00,Soyuz U,Cosmos 863,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-10-1976,12:39:00,Cosmos-3M (11K65M),Cosmos 864,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",01-11-1976,11:20:00,Soyuz U,Cosmos 865,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",10-11-1976,09:05:00,Feng Bao 1,JSSW-6,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",11-11-1976,10:45:00,Soyuz U,Cosmos 866,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",23-11-1976,16:27:00,Soyuz U,Cosmos 867,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25-11-1976,,Molniya-M /Block SO-L,Prognoz n†­5,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",26-11-1976,14:30:00,Tsyklon-2,Cosmos 868,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",29-11-1976,16:04:00,Soyuz U,Cosmos 869,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02-12-1976,00:17:00,Cosmos-3M (11K65M),Cosmos 870,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",02-12-1976,02:44:00,Molniya-M /Block ML,Molniya-2 n†­64,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",07-12-1976,04:38:00,Long March 2,FSW-0 No.2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",09-12-1976,10:00:00,Soyuz U,Cosmos 879,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",09-12-1976,20:00:00,Cosmos-3M (11K65M),Cosmos 880,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15-12-1976,13:59:00,Cosmos-3M (11K65M),Cosmos 883,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",16-12-1976,10:23:00,Cosmos-3M (11K65M),Cosmos 871 to 878,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",17-12-1976,09:30:00,Soyuz U,Cosmos 884,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-12-1976,12:00:00,Cosmos-3M (11K65M),Cosmos 885,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",19-12-1976,18:19:00,Titan IIID,KH-11,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",27-12-1976,12:05:00,Tsyklon-2,Cosmos 886,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28-12-1976,06:38:00,Molniya-M /Block ML,Molniya-3 n†­65,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28-12-1976,07:49:00,Cosmos-3M (11K65M),Cosmos 887,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06-01-1977,09:40:00,Soyuz U,Cosmos 888,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",06-01-1977,23:17:00,Vostok-2M,Meteor-2 n†­2,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20-01-1977,08:30:00,Soyuz U,Cosmos 889,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",20-01-1977,20:05:00,Cosmos-3M (11K65M),Cosmos 890,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02-02-1977,12:30:00,Cosmos-3M (11K65M),Cosmos 891,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",06-02-1977,06:00:00,Titan III(23)C,DSP-7,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",07-02-1977,16:11:00,Soyuz U,Soyuz 24,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",09-02-1977,11:30:00,Soyuz U,Cosmos 892,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",11-02-1977,14:57:00,Molniya-M /Block ML,Molniya-2 n†­66,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-02-1977,,Cosmos-3M (11K65M),Cosmos 893,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",19-02-1977,05:15:00,Mu-III H,Tansei 3,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-02-1977,17:20:00,Cosmos-3M (11K65M),Cosmos 894,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22-02-1977,09:19:00,Soyuz U,Zenit-4MK n†­381,Retired,,Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan",23-02-1977,08:50:00,N-I Star-37E,Kiku 2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",26-02-1977,21:18:00,Vostok-2M,Cosmos 895,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",03-03-1977,10:30:00,Soyuz U,Cosmos 896,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",10-03-1977,11:00:00,Soyuz U,Cosmos 897,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",13-03-1977,18:41:00,Titan III(24)B,OPS 4915,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",17-03-1977,08:30:00,Soyuz U,Cosmos 898,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24-03-1977,11:51:00,Molniya-M /Block ML,Molniya-1 n†­67,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",24-03-1977,22:11:00,Cosmos-3M (11K65M),Cosmos 899,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-03-1977,,Cosmos-3M (11K65M),Cosmos 900,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",05-04-1977,02:05:00,Vostok-2M,Meteor n†­37,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05-04-1977,10:30:00,Cosmos-2I (63SM),Cosmos 901,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",07-04-1977,08:59:00,Soyuz U,Cosmos 902,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",11-04-1977,01:38:00,Molniya-M /Block 2BL,Cosmos 903,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20-04-1977,09:00:00,Soyuz U,Cosmos 904,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",26-04-1977,14:45:00,Soyuz U,Cosmos 905,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",27-04-1977,,Cosmos-3M (11K65M),Cosmos 906,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28-04-1977,09:10:00,Molniya-M /Block ML,Molniya-3 n†­68,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",05-05-1977,14:00:00,Soyuz U,Cosmos 907,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",12-05-1977,14:27:00,Titan III(23)C,DSCS-II 7&8,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",17-05-1977,10:10:00,Soyuz U,Cosmos 908,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-05-1977,16:30:00,Cosmos-3M (11K65M),Cosmos 909,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",23-05-1977,12:14:00,Tsyklon-2,Cosmos 910,Retired,,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",23-05-1977,18:13:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-7),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-05-1977,11:00:00,Cosmos-3M (11K65M),Cosmos 911,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",26-05-1977,07:00:00,Soyuz U,Cosmos 912,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",26-05-1977,21:47:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F4,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",30-05-1977,22:30:00,Cosmos-3M (11K65M),Cosmos 913,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",31-05-1977,07:30:00,Soyuz U,Cosmos 914,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",08-06-1977,14:00:00,Soyuz U,Cosmos 915,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",10-06-1977,08:00:00,Soyuz U,Cosmos 916,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16-06-1977,01:58:00,Molniya-M /Block 2BL,Cosmos 917,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",17-06-1977,03:30:00,Cosmos-3M (11K65M),Signe 3,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",17-06-1977,07:23:00,Tsyklon-2,Cosmos 918,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18-06-1977,10:30:00,Cosmos-2I (63SM),Cosmos 919,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22-06-1977,08:00:00,Soyuz U,Cosmos 920,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",23-06-1977,09:16:00,Atlas-E/F SGS-1,NTS-2,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",24-06-1977,05:41:00,Molniya-M /Block ML,Molniya-1 n†­69,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",24-06-1977,10:30:00,Tsyklon-3,Cosmos 921,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",27-06-1977,18:30:00,Titan IIID,KH-9,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29-06-1977,18:34:00,Vostok-2M,Meteor-Priroda n†­2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",30-06-1977,14:00:00,Soyuz U,Cosmos 922,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",01-07-1977,11:52:00,Cosmos-3M (11K65M),Cosmos 923,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04-07-1977,22:20:00,Cosmos-3M (11K65M),Cosmos 924,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",07-07-1977,07:25:00,Vostok-2M,Cosmos 925,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-07-1977,17:30:00,Cosmos-3M (11K65M),Cosmos 926,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12-07-1977,09:00:00,Soyuz U,Cosmos 927,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",13-07-1977,05:02:00,Cosmos-3M (11K65M),Cosmos 928,Retired,,Success
